video_id,time,author,text
L8kqGzbmu6E,1 miesiąc temu,@bzk1232, @damiantyszka  właśnie przez takich ludzi jest jak jest 🖕
EpUhR6x10Ww,4 tygodnie temu,@KnightBrody,powtarzanie Mentzenowej końcówki miało na celu dotarcie do seniorów oglądających republikę
D-LSi_fUaK0,2 tygodnie temu,@ireagosto6557,​ @Rxckstar-x2i i portargli w parlamencie
FAuWVKILK6U,5 dni temu,@marcinstanieczko4574,Chołownia stał sie błaznem politycznym więc porównanie do klauna to nobilitacja.
zchQKkgU2C4,2 tygodnie temu,@doysoyk3874,"będzie  cały film, czy tylko zwiastun?"
AB5A2kMUpEo,1 miesiąc temu,@madrag,XD
G7Rusqg2LqY,2 tygodnie temu,@miecikot1034,"Ja nie wiem czy Wy faktycznie boicie się Stanowskiego? (jako swojej nazwijmy to konkurencji, czy o co dokładnie chodzi?) Ponieważ jest to kolejny filmik w którym pomijacie ważne wypowiedziane przez niego kwestie? W swojej wypowiedzi dowolnej bardzo mocno obnażył problemy służby zdrowia gdzie to on jako dziennikarz został poproszony o zbiórkę pieniędzy na chorą dziewczynkę, dla której niestety zabrakło państwowych pieniędzy co pokazało jak mocno nieudolna jest w tym momencie państwowa pomoc. Miało to naprawdę bardzo mocny wydźwięk i uważam, że niestety ale niemożliwym jest aby ""niespecjalnie"" pominąć taką kwestię. Także niestety ale tracicie wizerunek jako to ""niezależne"" medium w moich oczach."
-JH9onEuq9M,5 dni temu,@pro14ab,"Stano jak do lwa, na paluszkach i tak podszedł"
WP7EjE9zkUY,1 miesiąc temu,@urodzonawprlu6659,"@ Dlaczego rozumiesz wszystko na opak? Taki przekaz POszedł z góry, że tak masz myśleć? Nie po polsku???"
hiCIBDQH2_g,11 dni temu,@Iuiuiup,"@BxMm  xDDD
Nie zesraj się 

Szkoły, urzędy, szpitale, domy kultury, itp powinny być wolne od stałych symboli religinych 

W domu rób co chcesz 
W szkole na Religi rzucaliśmy w krzyż rzutkami bo nam tarczę zabrali 
To jest poziom wiary w dzisiejszych czasach"
acqYOuWJ2XE,5 dni temu,@ws6858, @NaibFedaykin  Albo ja stracił.
PC2lqAnXzvA,10 dni temu,@WojtekSiarczysty,Ani jeden ani druga nie maja pojęcia    o czym mówią
acqYOuWJ2XE,3 dni temu,@nataliamalecka,Braun jak zwykle świetne wystapienie 😊❤
iIDR7IJNv84,4 dni temu,@user-fl7fv7or1z,Chciał być śmieszny a został klaunem 😂😂😂
P1VIeoKuv3k,1 dzień temu,@Miećkawudu,Kto to ??
9evQ1IszSVY,1 miesiąc temu,@Falmic,"Ja mam wrażenie, że w pewnym momencie przelał się akceptowalny poziom pitolenia innych i po prostu dał upust pewnego rodzaju frustracji. Co paradoksalnie wyszło mu na plus"
HU_tOLI2Hvc,2 tygodnie temu,@tomaszkluska6419,Bardzo dobre!
e8XqrdckYCw,2 tygodnie temu,@kuba942,"​ @Radoskor88 a ty co taki zły, czyżby fan Hołowni jakich już niewielu zostało 😂"
fmZDMUajWto,4 tygodnie temu (edytowany),@KarolLeP,"1:33:24 500 zł na każdą osobę indetyfikującą się jako świnia. No i pierwszy raz w życiu politk obiecał mi coś dać, a nie zabrać."
e8XqrdckYCw,2 tygodnie temu,@ukasz263,Holowania prawie hajlowal
gE0laXVB0qw,5 dni temu,@skowronskowron1621,"Trzaskowski kłamie jak z nut, tak łatwo mu to przychodzi, coś nieprawdopodobnego, to się w pale nie mieści"
9evQ1IszSVY,1 miesiąc temu,@kingawolska3355,😂😂😂
hiCIBDQH2_g,2 tygodnie temu,@Kansiorr,Obraził mocodawcow tego śmietnika rafala to i się oburzył
BPCqlDZinOg,1 dzień temu,@magia9199,Uni europejskiej musi zależec bo to my graniczymy z państwami gdzie toczy się wokna
L8kqGzbmu6E,3 tygodnie temu,@Maciek7687,Co to za debata jak nie ma czasu na odpowiedź 😂😂😅
HU_tOLI2Hvc,2 tygodnie temu,@bozenapilarczyk5045,"Boicie sie zaprosic Pana Brauna, bo merytorycznie was przykryje czapką. A jego rozmowa z wami przyniesie mu punkty procentowe w kampanii wyborczej. Pan Braun nigdy nie przekroczyl prawa. Nie oszukujcie Polskiego Narodu. Wszystko jest zgodne z Polskim prawem"
AB5A2kMUpEo,1 miesiąc temu,@albertwolanski7688,"Jak to nie a ten od ""to sie w pale nie miesci"" do kogos przemawia."
EXGQSbG5CVg,6 dni temu,@fan_blender,Popatrzcie na oczy trzaskoskiego. Przecież on czyta odpowiedzi z promptera XD
lYaBsmTXqkg,1 miesiąc temu,@pawel009gral,"Wczoraj też była jakaś debata, ile wy chcecie robić tych debat, chory już jestem, nie mogę patrzeć na te ich już twarze."
-JH9onEuq9M,5 dni temu,@d_mackey,"Top of the top podsumowań z jakimi miałem do czynienia, nie byłbym w stanie ująć tego trafniej 🍒"
Ty4lnOFWtl8,2 tygodnie temu,@micha2965,Gdzie ci 8 gwiazdkowcy? Uśmiechacie się dalej?
-JH9onEuq9M,6 dni temu,@mariuszstadnik, @UEBERNORM4L  a gdzie mówił prawdę? hahahaha
Bo_BY3jPsSY,11 dni temu,@engvppl,Nawrocki jest nauczony technik pisowskich: wyciagania najpierw negatywow w strone oponentow. Malo ktory polityk opowiada na pytania. To wodolejcy jak nie znaja odpowiedzi.
Z89Qq74Fs00,1 miesiąc temu,@HenrykCzarnecki-tt8oi,"Rafau  cały czas mówił o pieniądzach z KPO , tylko zapomniał powiedzieć że to pożyczka"
QPJ-binnO1g,2 tygodnie temu,@h.s.3401,nigdy w życiu
mDGdhM32fPE,1 miesiąc temu,@maciejk2449,"A kto wybiera Zembaczyńskiego, Nitrasa, Jachirę, Leszczynę i całą resztę? Tzw ''Młodzi, wykształceni z wielkich miast''. Tylko nikt nie mówi inteligentni."
cbKiPt0w7uY,1 miesiąc temu,@luk11c4,"Ale chrześcijańskie miłosierdzie się wylewa z twojego komentarza, prawdziwy katolik narodowiec. 😊"
-9vzP6X0fq8,1 dzień temu,@EwelinaLubian-z8m,Debatę mógby prowadzić na przykład Janusz Życzkowski. Pozdrawiam.
0TcjkRqHNbA,2 dni temu,@Leszek-k2g,"Kandydat R T., przeprowadził głosowanie nad prawdą, do czego potrzebna  była zgoda wszystkich ""jak tu jesteśmy"". Rzecz zastanawjająca, wszyscy wrogowie Rosji, jak jeden mąż, mają założone krawaty. Mądrość służy ochronie i zachowuje tych, którzy znają oraz rozumisją znaki i symbole."
vKShTQAk8IE,2 miesiące temu,@W-B-L...,"Dokładnie ,nie jestem jego wyborcą ,ale takie bzdury co tu mówią to jest pożywka dla POpaprańców."
zw0sZ8tXzxI,2 tygodnie temu,@pedroloco-r9y,❤
WP7EjE9zkUY,1 miesiąc temu,@rafirafaello2985, @MariaOsinska-y4u  Jeszcze nie pojechałaś do trampka???? Ulica i zagranica!!!
iIDR7IJNv84,4 dni temu,@annat3452,Brawo Szymon 🙂
XBv-L_EY4nw,1 miesiąc temu,@alaania2289,Jako ksiądz?
mDGdhM32fPE,1 miesiąc temu,@wd948,"Lewica jak zwykłe ulicznice, przychodzi na debatę a potem naśle policje. Lewica pod próg."
stqR3s2vYig,1 dzień temu,@tomson1342,Rafał nasz nowy prezydent 👍👏👏👏👏💪💪💪💪
SK8j0z_pUgg,4 tygodnie temu,@OrcakillerchwaaPutinowii-xu1im,"senyszysn, kwoka w glosie i w mózgu"
5VoS6Kzs6-Q,3 tygodnie temu,@katherynkoziolek9585,"Jeszcze bedzie dobrze ,jeszcze bedzie pieknie,po wyborach banda tuska  z trzaskiem peknie!"
kNOy3z2kl68,1 miesiąc temu,@WW-hf7de," @onaon7265  Swieczka tez sie przyda,zeby nic nie domalowali."
acqYOuWJ2XE,5 dni temu,@p.k.7111,Trzaskowski wypadł bardzo dobrze!
EpUhR6x10Ww,4 tygodnie temu,@DamianAlmek,myśle że każdy z panów spokojnie by sobie poradził z Rafałekiem tutaj akurat nie ma strachu wczoraj psycholog mu nie pozowlił przyjść
3isnAJHon78,3 tygodnie temu (edytowany),@Pablo-e4z2i,"Nie było Stanowskiego w tym kabarecie, bo jako jedyny z kandydatów śmieszkująć był najbardziej poważny🥥 The Shark prince Bążur skompromitował się po calości"
vKShTQAk8IE,1 miesiąc temu,@tomaszniziol,"Nawet śmieszne, choć zgadzam się z przedmówcami, Mentzen słabo zagrany, słabi obserwatorzy sceny politycznej, trochę kłamliwa retoryka :)"
L81QkyEWMC0,2 dni temu,@ottobln77,Szołownia boli cię jak ktoś używa twojej broni szczekająca chihuahuo xd
Q3mCysi5iWQ,1 miesiąc temu,@pironmajdan6802,"Ja pier......  co oni tam chrzanią    Krzysztof Stanowski i Marek Jakubiak mają pojecie i coś konkretnego do powiedzenia. Reszta to polega na uni europejskiej a to na granicy będą ginąć Polacy, to samo bezpieczeństwo wewnętrzne leży przestępczość wzrasta a w  policji kryzys z wszystkim."
hMiniaOlEqM,1 miesiąc temu,@mlem3787,Żałosne... Ale widac jak dupa szczypie w polsacie 😂
vKShTQAk8IE,2 miesiące temu,@Gilu_48,No raczej naciąganie
kNOy3z2kl68,1 miesiąc temu,@kamillabuda,Ludzie dajcie szansę panu Grzegorzowi Braunowi 🇵🇱
EXGQSbG5CVg,7 dni temu (edytowany),@Pawuch," @Jaloszowe  Z ciekawości - Czy jesteś w stanie rozwinąć dlaczego ""na szczęście""? Do dwóch zdań powiedzmy."
ndNaCDxoRdo,1 miesiąc temu,@luisbrzozowa,"777 - Bartoszewicz - to sensowny , spisany, plan. Reszta to politykierzy. Szukajcie ponieważ w TV jest pomijany a warto się zapoznać."
xO5zkaXG8NE,2 tygodnie temu,@BR51470,Będą wyciągnięte konsekwencje za obrazę prezydenta RP?
P9i0WWOhVRg,3 tygodnie temu,@ADMIX_BMW,Ej szkoda że to naprawdę nie wyjdzie do telewizji bo był by niezły ubaw z tego troche
2kcDXBHBFQ0,4 tygodnie temu,@slowiczekk,Bardzo dobrze że atakował Maciaka. Słyszałeś co wygadywał nt. obronności kraju?
3C_GeLOrXDg,2 dni temu,@bozenaparuszewska8458,@Komunista5  o czym z toba pisać jak tylko umiesz poniżać idz do PISU
YM0zHIcBEwg,2 dni temu,@halina188," @marcinj.2609 Brawo za naukę,jak dyplomatycznie odpowiedzieć, że jest chamem."
kNOy3z2kl68,12 dni temu,@MrMCDanio,"Nie jestem fanem żadnego z tych ""nastu"" kandydatów, którzy teraz się starają o stołek, ale kiedy słucham Pana Brauna, to mam wrażenie, jakbym słuchał skryby z filmu Asterix i Oberlix misja Kleopatra."
kNOy3z2kl68,1 miesiąc temu,@piotrw2108," @LenPolski  Uzdrowienie sądów i pozostawienie im kwestii spornych? NIe ma na świecie działającego, dobrze w ten sposób systemu i Braun tego nie zmieni. A odłączanie się od systemu jest cofaniem się. Trzeba się rozwijać, trzeba iść na przów, choć w sposób rozwazny. Większość patrzy tylko ze swojej perspektywy na dany problem, i to właśnie robi też Braun."
3C_GeLOrXDg,4 dni temu,@Florek02,dlaczego kłamca i oszust może być prezydentem ?
VxLAIVZZe8I,1 miesiąc temu,@AnaAna-dn8xt,Tylko pan Nawrocki prawdziwy patriota Polski na prezydenta naszego kraju ❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱❤️🇵🇱👏👏👏👏
vjf3BzpqDAk,2 tygodnie temu,@jadwigabielecka6143,Hiporyzja!!!!!
DNJ2CQ7D-84,10 dni temu,@kasbyczarealem,Laleczka się prawie popłakała.
kNOy3z2kl68,1 miesiąc temu,@ewamarciniak3204,Przecież nikt nie chce wojować tylko spokojnie odebrać władzę Po i PIS bo do teraz Oni mieli monopol na władzę.
ITOoSsfuYY0,2 tygodnie temu,@tomaszgawron-x6p,Brawo Braun a żyda Trzaskowskiego do Izraela
WlLbKb3HtwE,2 dni temu (edytowany),@Jagoda-m3d,Sport pomaga nie widac zeby Pan Nawrocki byl zmeczony byl spokojny   . Patrzy w oczy do osoby do ktorej mowi . Wygral chociaz byl atakowany umie zachowac zimna krew.Ladna postawa nie pochylał się jest przystojny i ma merytoryczne stałe poglady na państwo.
-JH9onEuq9M,5 dni temu,@Marcineseq,"No to weryfikacja. 500 plus na kredyt, urodzenia i tak w dół ale ok. Port LNG zaczęto już wcześniej budować, o planach nie mówiąc. Drogę S3 zaczęła PO, a pis skończył ją na końcu drugiej kadencji, bo nie potrafili nic tam ogarnąć. Przekop za miliardy dla łódek, no sukces... Do tunelu w Świnouściu państwo nie dołożyło nic, ogromna większość to pieniądze UE, a resztę dołożyło miasto, więc jaki pis? Trójmorze, to na serio? Jak to nie istnieje. Zabezpieczenie wschodniej flanki, jak nic nie inwestowani a armię, nawet śmiglowców nie kupili, chyba że mówisz o siatce na granicy, ktorą przekraczali imigranci, ale nie musieli, bo wizy były od ręki. To ta flanka? No same sukcesy..."
kNOy3z2kl68,1 miesiąc temu,@Xenosaris,"@ Porównywanie Szwajcarii do Polski to strzał we własną stopę. Nie można porównywać kraju, który nie brał udziału w żadnym konflikcie zbrojnym na przestrzeni wieku do Polski, której znacząca część inteligencji została przetrzebiona w rozbiorach, w I i II wojnie światowej, a następnie oddana w ręce Rosji. Mówimy o demokracji bezpośredniej - kiedy obecnie znacząca część społeczeństwa nie wie po co, i dlaczego na kogoś głosuje. Niektórzy nawet nie wiedzą jacy kandydaci biorą udział w wyborach lub jak się oni prezentują. Spotkałem się nawet z osobami, które nie wiedzą, że 18 maja są jakieś wybory... Znacząca część osób nie interesuje się polityką, bo na przestrzeni lat przestała wierzyć w ideę państwa. A nie mając też odpowiednich kompetencji składanie władzy w ręce takich ludzi to porażka... Sytuacja jest jaka jest, i w rzeczywistości potrzebny jest tu ktoś na miarę Józefa Piłsudskiego, kto po raz kolejny poruszy serca narodu do boju i rozwoju. A komu Pan Grzegorz niby naraził się poza Izraelem? Na dodatek w słusznych kwestiach... Nie bądźmy śmieszni, że USA będzie się mieszało w konflikt Polska/Izrael z takiego powodu...  A jeżeli Pan Bartoszewicz jest osobą pozbawioną kompleksów, to najwyraźniej jest także osobą pozbawioną zdolności do refleksji, przemyśleń i przyznania się do błędu - bo niestety, podobnie jak Pan Mentzen i reszta kandydatów, brnie w zaparte - https://www.youtube.com/watch?v=zVRDlRBduEE"
mDGdhM32fPE,3 tygodnie temu,@JourneyToGreatness_1,"Bosak jak zwykle rzeczowy 👏 podobala mi sie koncowka, po jednym zdaniu na temat atakow na ukrainie - nie ma co lamentować tylko trzeba dzialac zeby taka sytuacja nie miala miejsca w Polsce; uslyszalam to jedynie od przedstawiciela Konfederacji, co pokazuje gdzie sa czyje priorytety. Mimo ogromnego wspolczucia ktore mam w stosunku do „zwyklych” Ukraincow, to od przedstawicieli Polskiego rzadu oczekuje skupienia sie na Polskim interesie i bezpieczenstwie."
Ty4lnOFWtl8,2 tygodnie temu,@maniekwaniek9279,Oni wszyscy nawet do pięt nie dosięgają Panu Braunowi!!!Tylko Grzegorz Braun na Prezydenta Polski🇵🇱
Ty4lnOFWtl8,2 tygodnie temu,@kamiltrump4808,Jakubiak jest też gość!!
L8kqGzbmu6E,1 miesiąc temu,@grzegorzm2976,Nie
fmZDMUajWto,1 miesiąc temu,@mondyla4416,Zenujacy raczej z tym byl
EpUhR6x10Ww,4 tygodnie temu,@mariolam8899,😂w punkt
skJczCt6H80,2 tygodnie temu,@sebaw9837,"Francuski piesek ma ""największe poparcie""? Kogo się nie zapytam nikt na  niego nie chciał głosować. 😂😂😂"
RNJegyGxwFA,2 tygodnie temu,@qrdybanek,"@types7432  biedny nie jest, a już lepiej mieć niższą oglądalność już być pisowska tuba... chociaż budowanie popularności na Najmanie to też szambo"
-JH9onEuq9M,6 dni temu,@DodekKiller,Trza na trza!!!¡
bvlzQvdgqLU,1 dzień temu,@salvajegata2222,Zandberg najlepszy
OYskjDJ63UQ,1 dzień temu,@MarekG438,Prymitywny odklejeniec jest dla Ciebie jedynym wyborem? Brawo
EXGQSbG5CVg,7 dni temu,,Rozmowa poprowadzona tragicznie. Nie widziałem na tym kanale jeszcze takiego niskiego poziomu.
KiTg4fAf_zQ,1 miesiąc temu,@kicia7921,Nawrocki 🇵🇱
hiCIBDQH2_g,11 dni temu,@KrzysztofSarna,Zapraszam do subskrypcji kanału! Będę wdzięczny!
RNJegyGxwFA,10 dni temu,@MRrr-u5z,"Dość z Po-Pisem, wybierzmy mniejsze zło Mentzena."
lr3gjsSY_co,4 dni temu,@goldblack1019,mieszek monet sticha :)
kNOy3z2kl68,1 miesiąc temu,@SandraS-c1u,"Z jednej strony Bartoszewicz krytykuje zerojedynkowe myślenie i hejt, z drugiej sam często wypowiada się w sposób wykluczający. Choćby pogardliwe uwagi o ludziach w czapkach z pomponami (w debacie na inny kanale) czy warunkowanie uczestnictwa w zajęciach szczepieniem – „bo skoro ktoś uznaje jego autorytet, to musi się dostosować”. To brzmi bardziej jak selekcja niż dialog.

W polityce nie da się wszystkich zadowolić, ale liczy się spójność i zdolność do budowania silnego państwa – militarnego, gospodarczego i dyplomatycznego. Jego przychylność wobec roszczeń ż_dowskich wobec Polski budzi pytania o priorytety i czyje interesy rzeczywiście reprezentuje.

Do tego dochodzi zmiana decyzji w sprawie startu w wyborach – jeszcze niedawno mówił, że nie planuje kandydować. Trudno mi zaufać komuś, kto nie jest konsekwentny ani transparentny. Braun od lat ma te same poglądy, stawia na swoim i na pewno jest PATRIOTĄ."
fmZDMUajWto,4 tygodnie temu,@hub1337, @marianhubada8770  a co Ci z tych programów jak i tak ich nie spełnią ?
30dDnzGc3ag,1 miesiąc temu,@katarzynakonstanczyk1728,Łapka w górę za kotka i ogadamy 😊
D-LSi_fUaK0,2 tygodnie temu,@dominikkudaj7380,"Mądrze to dostrzegłeś, gratuluje !"
kNOy3z2kl68,1 miesiąc temu,@danieljakostam621," @uroczyskomichaow15  no to widać że jest systemowy i zgodzi się na kazdy reżim. Nie wiadomo kto to i z którego kapelusza wyskoczył. Moim zdaniem moze to być agent, uruchomiony na potrzeby. Oni tak działają, zajmują różne stanowiska dla niezauważenia"
rorL5HGgx4M,2 tygodnie temu,@rafakroll2348,"🇵🇱Flagę zatyka się w miejscach, które się zdobyło. Ja zdobyłem Końskie - Karol Nawrocki 💪🏼👊🏼"
2K0MIRUzPwI,2 dni temu,@archanio7269,Konkurencyjność według Rafała to przykrecenie nakrętek do butelek
kNOy3z2kl68,1 miesiąc temu,@987omakama,"Pan GRZEGOZ BRAUN JEST REZYSEREM  ,FILMOWCEM I TU SWIETNIE SIE SPRAWDZA.A MY POTRZEBUJEMY  EKONOMISTY  Z DOSWIADCZENIEM.POTRZEBUJEMY PREZYDENTA KTORY MA POJECIE JAK ZROBIC NASZ KRAJ MIODEM I MLEKIEM PLYNACYM.PROSZE FILMOWCOW KIEROWAC DO HOLLIUD...."
ndNaCDxoRdo,1 miesiąc temu,@grzegorzchroscicki5370,Ta najlepiej wyszła Mentzenowi
j3doIOrx7JU,1 dzień temu,@tomaszkruk5015,"​@TomTom-lx3sl nie pamiętam, aby w  tym czasie pan stanowski, kandydował na prezydenta, dla tego PiS i PO to to samo, politycy zawsze kłamali i będą, na tym to polega, a ludzie kłócą się między sobą"
nj3C4Z7KrWg,2 tygodnie temu,@rastus-cq8co,ile rubli dostałeś?
2kcDXBHBFQ0,4 tygodnie temu,@RoksanaJolka,Mentzen niezle klamie. Jeszze wczesniej mowil o karze 10 letniej dla kobiet dokonujacych aborcji a teraz sie wypiera😂😂
CuCuGOvaOyk,4 dni temu,@witja23,"Brak profesjonalizmu czy podstawowej wiedzy psychologicznej- najlepiej się pamięta końcowe przemówienia końcowych wypowiedzi, dlatego nie rozumiem dlaczego prawicowych kandydatów nie dali na koniec. Przykład z tej debaty: zamiast Zandberga na koniec dałbym Brauna lub Mentzena."
2kcDXBHBFQ0,16 godzin temu,@grazynagracz1589,Stale było drogo i to sie nie zmieni
jn8vgVIm_cw,1 dzień temu,@danielrenowski9977,Brawo dla Pana Stanowskiego i dla Pana Posła Grzegorza Brauna oni jedyni mówią prawdę.
-JH9onEuq9M,4 dni temu,@stanisawknych5085,Dlaczego ten kandydat zawsze patrzy w prawo?? Ma to wycwiczone  czy jak. Wiadomo kiedy czlowiek naturalnie patrzy w lewo a kiedy w prawo
kNOy3z2kl68,1 miesiąc temu,@kamilachorazyczewska9143,@WojciechWójcikowski  a do jakiej partii nalezy?
PC2lqAnXzvA,1 miesiąc temu,@user-rs8mx6gg5j,Powiem tak. Nareszcie kulturalna dyskusja.
ayVXUVvAIJQ,1 miesiąc temu,@agatasalewska5517,Tu pełna Zgoda Panie Stanowski 🇵🇱✌️🕊🌹
rMkmVblsb-c,3 dni temu,@jaxon9832,Teraz challenge - przeróbka debaty 12 maja do ciszy wyborczej!
iIDR7IJNv84,1 dzień temu,@honorataklimas5227,Co Halownua zalatwil. Chyba tylko wstyd na cały świat to na pewno
zw0sZ8tXzxI,2 tygodnie temu,@UkrytaPrawdaStarozytnosci,Świetny materiał 😉
RNJegyGxwFA,2 tygodnie temu,@wojciechgorski9023,Bartoszewicz śliski jak węgorz.
fmZDMUajWto,1 miesiąc temu,@jerzywujkowski,"A ja nie moge go sluchac .Staje w obronie czlowieka , ktory jawnie glosi ruski przekaz a sam mowi tak rozwlekle jak flaki w oleju."
kNOy3z2kl68,1 miesiąc temu,@gremusz,@  jak ktos chce w debacie  SIECZKARNIE  to wystarczy w puscic GOZDYRE   u  Pani Moniki  jest  pelna kultora dla tego lubia jej kanal
9Sf6ZNMtUHs,2 tygodnie temu,@ikamikam3347,Tylko Grzegorz
SK8j0z_pUgg,1 miesiąc temu,@piotr2363,A mnie żart z Male rozbawił
8Zy-iglLe4g,2 tygodnie temu,@LFCPL-b4r,"Chcieliście zniszczyć Kanał Zero, a teraz nabijacie sobie wyświetlenia na Stanowskim?! 🤦🏻‍♂️"
Q3mCysi5iWQ,1 miesiąc temu,@PAWELKLIMOWSKI12,"Aż się dziwię jak dobrze wypada Nawrocki, sądziłem że będzie drewniany, a tu chłop naprawdę trzyma format i całkiem dobrze sztab zrobił z niego polityka."
-zVa1ibe11c,1 miesiąc temu,@jadwigamarkulis740," @GrazynaBujak-h3n  Nonsens , to szansa dla nas , zwykłych ludzi, powrót do normalności, szansa na życie , skąd ten pomysł ""Kacap od Putina""? Zamiast sprawdzić to powtarza Pani trolli"
EXGQSbG5CVg,7 dni temu (edytowany),@krzysztofbak4850,"Jeżeli ktoś uważa,  że zdania o cpk i Berlinie są wyrwane z kontekstu to zapraszam do odszukania. Zresztą w każdej fazie tego wywiadu jest mnostwo polprawd np haulbice z Korei. Strasznie to slabe."
